Dates,NEWS_SENTIMENT_DAILY_AVG,TWITTER_SENTIMENT_DAILY_AVG,PX_OPEN,sentiment_label
2015-09-22,0.0623,0.003,43.38,positive
2015-09-23,0.1311,0.0047,43.93,positive
2015-09-24,0.077,0.0088,43.45,positive
2015-09-25,0.0538,0.0066,44.48,positive
2015-09-28,0.0817,0.0002,43.83,positive
2015-09-29,0.1736,-0.0019,43.37,positive
2015-09-30,0.1579,0.0001,43.88,positive
2015-10-01,0.1892,-0.0141,44.75,positive
2015-10-02,0.1391,-0.0011,44.27,positive
2015-10-05,0.1202,-0.01,45.745,positive
2015-10-06,0.1748,-0.0006,46.33,positive
2015-10-07,0.1443,0.0,47.1,positive
2015-10-08,0.0799,-0.0003,46.56,positive
2015-10-09,0.107,-0.0013,47.45,positive
2015-10-12,0.0948,-0.0085,46.98,positive
2015-10-13,0.1153,0.0004,46.56,positive
2015-10-14,0.1134,0.0012,46.65,positive
2015-10-15,0.048,0.0006,47.01,positive
2015-10-16,0.0639,0.001,47.02,positive
2015-10-19,0.1299,0.0028,47.42,positive
2015-10-20,0.1474,-0.0024,47.44,positive
2015-10-21,0.2134,0.0006,47.92,positive
2015-10-22,0.1176,0.0005,47.53,positive
2015-10-23,0.5559,0.2774,52.3,positive
2015-10-26,0.1711,0.001,52.53,positive
2015-10-27,0.1104,0.0009,53.99,positive
2015-10-28,0.0412,0.0037,53.54,positive
2015-10-29,0.0621,-0.0068,53.54,positive
2015-10-30,0.1134,0.002,53.32,positive
2015-11-02,0.0275,-0.0275,52.85,positive
2015-11-03,0.1028,-0.1158,52.93,positive
2015-11-04,0.0967,-0.0123,54.18,positive
2015-11-05,0.0576,-0.0039,54.49,positive
2015-11-06,0.1055,-0.002,54.085,positive
2015-11-09,0.0618,-0.0119,54.55,positive
2015-11-10,0.1509,0.0035,54.07,positive
2015-11-11,0.1204,0.0002,53.7,positive
2015-11-12,0.0553,0.0001,53.48,positive
2015-11-13,0.0664,0.0005,53.07,positive
2015-11-16,0.0896,-0.0009,53.08,positive
2015-11-17,0.0832,0.0006,53.17,positive
2015-11-18,0.0643,0.0023,53.0,positive
2015-11-19,0.13,0.0008,53.99,positive
2015-11-20,0.0613,-0.0008,54.25,positive
2015-11-23,0.1408,-0.0013,54.25,positive
2015-11-24,0.0738,-0.0075,53.92,positive
2015-11-25,0.045,-0.0106,54.09,positive
2015-11-26,0.1136,-0.0029,54.09,positive
2015-11-27,0.0246,-0.0014,53.8,positive
2015-11-30,0.1463,0.0035,54.54,positive
2015-12-01,0.128,0.0018,54.41,positive
2015-12-02,0.1247,0.0022,55.32,positive
2015-12-03,0.0652,0.0006,55.49,positive
2015-12-04,0.0527,0.0007,54.12,positive
2015-12-07,0.0467,-0.0113,55.79,positive
2015-12-08,0.0827,0.0047,55.47,positive
2015-12-09,0.0348,0.0005,55.37,positive
2015-12-10,0.0441,-0.0054,55.39,positive
2015-12-11,0.0357,0.001,54.71,positive
2015-12-14,0.0873,-0.0002,54.33,positive
2015-12-15,0.0941,0.0003,55.66,positive
2015-12-16,0.0956,0.0006,55.54,positive
2015-12-17,0.0674,0.0004,56.36,positive
2015-12-18,0.1139,0.0009,55.77,positive
2015-12-21,0.2126,0.0208,54.88,positive
2015-12-22,0.1682,0.0072,54.99,positive
2015-12-23,0.1091,0.0022,55.7,positive
2015-12-24,0.0623,0.0013,55.86,positive
2015-12-25,0.0164,0.0003,55.86,positive
2015-12-28,0.2094,0.0008,55.35,positive
2015-12-29,0.1422,0.0002,56.29,positive
2015-12-30,0.1588,0.0014,56.47,positive
2015-12-31,-0.0592,-0.1518,56.04,negative
2016-01-01,-0.0285,-0.1166,56.04,negative
2016-01-04,-0.0008,-0.0115,54.32,negative
2016-01-05,-0.0038,-0.0121,54.93,negative
2016-01-06,-0.0115,-0.0045,54.32,negative
2016-01-07,-0.0007,-0.0092,52.7,negative
2016-01-08,0.0,-0.002,52.37,neutral
2016-01-11,0.0,-0.0028,52.51,neutral
2016-01-12,0.0001,-0.0042,52.76,neutral
2016-01-13,-0.0052,0.0005,53.8,negative
2016-01-14,0.0015,-0.0052,52.0,positive
2016-01-15,-0.0001,-0.0022,51.31,neutral
2016-01-18,-0.0055,-0.008,51.31,negative
2016-01-19,-0.0002,-0.0005,51.48,negative
2016-01-20,0.0,-0.0027,49.98,neutral
2016-01-21,0.0,0.0015,51.0,neutral
2016-01-22,0.0,0.0006,51.41,neutral
2016-01-25,0.0003,-0.0047,51.94,neutral
2016-01-26,-0.0002,-0.0017,51.79,negative
2016-01-27,0.0005,0.0004,52.01,neutral
2016-01-28,0.0003,-0.0236,51.86,neutral
2016-01-29,0.1317,0.3547,54.73,positive
2016-02-01,0.001,-0.0028,54.88,positive
2016-02-02,0.0004,0.0012,54.17,neutral
2016-02-03,-0.0002,0.0075,53.25,negative
2016-02-04,0.0003,0.0026,52.1,neutral
2016-02-05,-0.0004,-0.002,51.94,negative
2016-02-08,-0.0002,0.0026,49.55,negative
2016-02-09,-0.0006,-0.0053,49.02,negative
2016-02-10,0.0,0.0019,49.89,neutral
2016-02-11,-0.0004,0.0043,48.68,negative
2016-02-12,-0.0001,0.0031,50.25,neutral
2016-02-15,-0.0001,0.0008,50.25,neutral
2016-02-16,0.0,-0.0238,50.9,neutral
2016-02-17,0.0001,-0.0007,51.49,neutral
2016-02-18,0.0,0.0004,52.33,neutral
2016-02-19,0.0,0.0004,51.97,neutral
2016-02-22,0.0,0.0004,52.28,neutral
2016-02-23,-0.0003,-0.005,52.34,negative
2016-02-24,-0.0001,-0.0004,50.69,neutral
2016-02-25,0.0001,0.0006,51.73,neutral
2016-02-26,0.0001,0.0004,52.6,neutral
2016-02-29,-0.0001,-0.0002,51.35,neutral
2016-03-01,-0.0001,-0.0002,50.97,neutral
2016-03-02,0.0,-0.0002,52.41,neutral
2016-03-03,-0.0001,0.0002,52.97,neutral
2016-03-04,-0.0001,-0.0002,52.4,neutral
2016-03-07,-0.0001,0.0006,51.56,neutral
2016-03-08,0.0,-0.0002,50.8,neutral
2016-03-09,0.0,0.0004,51.89,neutral
2016-03-10,-0.0001,0.0001,52.93,neutral
2016-03-11,-0.0003,0.0004,53.0,negative
2016-03-14,0.0,0.0002,52.71,neutral
2016-03-15,-0.0001,0.0001,52.75,neutral
2016-03-16,0.0,-0.0005,53.45,neutral
2016-03-17,0.0001,0.0007,54.21,neutral
2016-03-18,0.0001,0.0006,54.92,neutral
2016-03-21,0.0003,0.0004,53.25,neutral
2016-03-22,0.0,-0.0047,53.61,neutral
2016-03-23,-0.0001,0.0005,54.11,neutral
2016-03-24,-0.0001,0.0017,53.84,neutral
2016-03-25,-0.0002,0.0015,53.84,negative
2016-03-28,-0.0002,0.0003,54.21,negative
2016-03-29,0.0004,0.0004,53.66,neutral
2016-03-30,0.0002,0.0004,54.93,neutral
2016-03-31,0.0,0.0001,54.95,neutral
2016-04-01,0.0,0.0024,55.05,neutral
2016-04-04,0.0,0.0003,55.43,neutral
2016-04-05,0.0001,0.0001,55.19,neutral
2016-04-06,0.0,0.0002,54.36,neutral
2016-04-07,0.0,0.0002,54.87,neutral
2016-04-08,0.0,0.0002,54.67,neutral
2016-04-11,-0.0001,0.0001,54.49,neutral
2016-04-12,0.0,0.0001,54.37,neutral
2016-04-13,-0.0001,0.0007,55.12,neutral
2016-04-14,-0.0001,0.0002,55.22,neutral
2016-04-15,-0.0776,-0.1553,55.3,negative
2016-04-18,-0.0002,-0.0072,55.49,negative
2016-04-19,-0.007,-0.0162,56.63,negative
2016-04-20,-0.0012,-0.0006,56.29,negative
2016-04-21,0.0007,0.0004,55.8,neutral
2016-04-22,-0.2497,-0.3757,51.91,negative
2016-04-25,-0.0071,-0.0088,51.78,negative
2016-04-26,-0.0022,0.0013,52.26,negative
2016-04-27,-0.0005,-0.0034,51.48,negative
2016-04-28,-0.0004,-0.0005,50.62,negative
2016-04-29,-0.0009,0.0003,49.35,negative
2016-05-02,-0.0004,-0.003,50.0,negative
2016-05-03,-0.0005,0.0015,50.34,negative
2016-05-04,-0.0001,0.003,49.84,neutral
2016-05-05,0.0002,-0.0028,49.87,neutral
2016-05-06,-0.0001,-0.0106,49.92,neutral
2016-05-09,0.0,-0.001,50.49,neutral
2016-05-10,-0.0004,0.0319,50.33,negative
2016-05-11,-0.0004,0.0024,51.13,negative
2016-05-12,0.0,-0.0023,51.2,neutral
2016-05-13,-0.0003,0.0055,51.44,negative
2016-05-16,0.0001,0.0557,50.8,neutral
2016-05-17,0.0001,0.0018,51.72,neutral
2016-05-18,0.0,0.0006,50.48,neutral
2016-05-19,0.0,0.0001,50.47,neutral
2016-05-20,-0.0001,-0.0003,50.48,neutral
2016-05-23,0.0001,0.0004,50.6,neutral
2016-05-24,0.0006,0.0283,50.7,neutral
2016-05-25,0.0004,-0.0545,51.92,neutral
2016-05-26,0.0001,-0.071,51.93,neutral
2016-05-27,-0.0006,-0.0127,51.92,negative
2016-05-30,-0.0006,-0.0007,51.92,negative
2016-05-31,-0.0007,-0.003,52.26,negative
2016-06-01,-0.0004,0.0015,52.44,negative
2016-06-02,-0.0005,0.001,52.64,negative
2016-06-03,0.0003,0.005,52.38,neutral
2016-06-06,0.0,-0.0053,51.99,neutral
2016-06-07,0.0,0.0002,52.24,neutral
2016-06-08,0.0,0.0009,52.02,neutral
2016-06-09,0.0,0.0024,52.0,neutral
2016-06-10,-0.0001,0.0012,51.05,neutral
2016-06-13,0.0001,0.596,49.58,neutral
2016-06-14,0.0065,0.3606,49.9,positive
2016-06-15,0.0011,0.0273,49.78,positive
2016-06-16,0.0005,0.004,49.52,neutral
2016-06-17,0.0001,0.0074,50.41,neutral
2016-06-20,-0.0002,0.0012,50.64,negative
2016-06-21,-0.0001,0.0004,50.2,neutral
2016-06-22,0.0001,0.0006,51.08,neutral
2016-06-23,-0.0001,0.0004,51.28,neutral
2016-06-24,0.0,0.0003,49.81,neutral
2016-06-27,-0.0001,0.0004,49.1,neutral
2016-06-28,-0.0064,0.0044,48.92,negative
2016-06-29,-0.0055,-0.0029,49.91,negative
2016-06-30,-0.0028,0.0005,50.72,negative
2016-07-01,0.0,0.0003,51.13,neutral
2016-07-04,-0.0011,0.0052,51.13,negative
2016-07-05,-0.0003,0.0003,50.83,negative
2016-07-06,-0.0003,-0.0028,50.78,negative
2016-07-07,0.0,-0.0019,51.42,neutral
2016-07-08,0.0,0.0001,51.73,neutral
2016-07-11,0.0001,-0.0002,52.5,neutral
2016-07-12,0.001,-0.0158,52.94,positive
2016-07-13,0.0006,0.0005,53.56,neutral
2016-07-14,0.0001,0.0005,53.84,neutral
2016-07-15,-0.0019,-0.0002,53.95,negative
2016-07-18,-0.0002,0.0007,53.7,negative
2016-07-19,0.0006,0.0006,53.71,neutral
2016-07-20,0.1659,0.3745,56.15,positive
2016-07-21,0.1404,0.051,55.98,positive
2016-07-22,0.0014,0.005,56.08,positive
2016-07-25,-0.0005,-0.0257,56.47,negative
2016-07-26,-0.0002,0.0033,56.52,negative
2016-07-27,-0.0003,0.0008,56.61,negative
2016-07-28,-0.0002,0.0058,56.0,negative
2016-07-29,-0.0017,-0.1966,56.26,negative
2016-08-01,0.0009,-0.0016,56.6,positive
2016-08-02,0.0002,0.0089,56.85,neutral
2016-08-03,0.0001,0.0059,56.68,neutral
2016-08-04,0.0002,-0.0014,56.8,neutral
2016-08-05,0.0014,0.0127,57.65,positive
2016-08-08,0.0001,-0.0093,58.055,neutral
2016-08-09,-0.0001,0.0006,58.17,neutral
2016-08-10,0.0008,0.0004,58.16,neutral
2016-08-11,0.0,0.0002,58.03,neutral
2016-08-12,0.0002,0.0002,58.03,neutral
2016-08-15,0.0,0.0004,58.01,neutral
2016-08-16,0.0004,-0.0016,57.61,neutral
2016-08-17,0.0,0.0027,57.54,neutral
2016-08-18,0.0,0.0018,57.42,neutral
2016-08-19,-0.0001,0.0001,57.43,neutral
2016-08-22,-0.0001,0.0002,57.6,neutral
2016-08-23,0.0,0.0014,57.9,neutral
2016-08-24,0.0004,0.0005,57.8,neutral
2016-08-25,0.0,-0.0002,57.88,neutral
2016-08-26,0.0,0.0002,58.28,neutral
2016-08-29,0.0,0.001,58.18,neutral
2016-08-30,0.0007,0.0018,57.98,neutral
2016-08-31,0.0001,0.0001,57.65,neutral
2016-09-01,-0.0001,-0.0004,57.01,neutral
2016-09-02,0.0001,-0.0008,57.67,neutral
2016-09-05,-0.0096,-0.0028,57.67,negative
2016-09-06,-0.0064,-0.0002,57.78,negative
2016-09-07,-0.0006,-0.0004,57.47,negative
2016-09-08,0.0,0.0001,57.63,neutral
2016-09-09,0.0,-0.0002,56.79,neutral
2016-09-12,0.0,-0.0003,56.0,neutral
2016-09-13,0.0,0.0006,56.5,neutral
2016-09-14,0.0,0.0003,56.39,neutral
2016-09-15,0.0,0.0004,56.15,neutral
2016-09-16,0.0001,0.0014,57.63,neutral
2016-09-19,0.0001,-0.0199,57.27,neutral
2016-09-20,0.0,-0.0128,57.35,neutral
2016-09-21,0.1037,0.1397,57.51,positive
2016-09-22,0.0123,0.0059,57.92,positive
2016-09-23,0.0004,-0.0027,57.87,neutral
2016-09-26,0.0001,0.0002,57.08,neutral
2016-09-27,0.0,0.0002,56.93,neutral
2016-09-28,0.0001,0.0004,57.88,neutral
2016-09-29,0.0001,0.0004,57.81,neutral
2016-09-30,-0.0002,0.0002,57.57,negative
2016-10-03,0.0001,0.0424,57.405,neutral
2016-10-04,-0.0017,-0.0071,57.27,negative
2016-10-05,-0.0001,0.0008,57.29,neutral
2016-10-06,0.0003,0.0005,57.74,neutral
2016-10-07,0.0,0.0007,57.85,neutral
2016-10-10,0.0,0.0003,57.91,neutral
2016-10-11,0.0001,0.0014,57.89,neutral
2016-10-12,-0.0002,0.0007,57.11,negative
2016-10-13,0.0,0.001,56.7,neutral
2016-10-14,0.0,0.0007,57.12,neutral
2016-10-17,0.0001,0.0028,57.36,neutral
2016-10-18,-0.0039,-0.0005,57.53,negative
2016-10-19,-0.0007,0.0001,57.47,negative
2016-10-20,0.0007,0.0006,57.5,neutral
2016-10-21,0.2697,0.5648,60.28,positive
2016-10-24,0.004,0.0597,59.94,positive
2016-10-25,0.0039,0.0384,60.85,positive
2016-10-26,0.0009,0.0014,60.81,positive
2016-10-27,-0.0007,-0.0006,60.61,negative
2016-10-28,0.0009,0.0089,60.01,positive
2016-10-31,-0.0014,0.0003,60.16,negative
2016-11-01,0.0005,-0.0004,59.97,neutral
2016-11-02,-0.0001,-0.4124,59.82,neutral
2016-11-03,0.0,-0.0139,59.53,neutral
2016-11-04,-0.0003,0.0019,58.65,negative
2016-11-07,-0.0008,0.0007,59.78,negative
2016-11-08,-0.0037,0.0011,60.55,negative
2016-11-09,0.0,0.0004,60.0,neutral
2016-11-10,-0.0004,0.0004,60.48,negative
2016-11-11,-0.0112,-0.0033,58.23,negative
2016-11-14,-0.0056,0.0006,59.02,negative
2016-11-15,-0.0017,-0.0035,58.33,negative
2016-11-16,-0.0002,0.0015,58.94,negative
2016-11-17,0.0002,0.0012,60.41,neutral
2016-11-18,0.0008,0.0053,60.78,neutral
2016-11-21,-0.0003,-0.0011,60.5,negative
2016-11-22,0.0001,0.0014,60.98,neutral
2016-11-23,0.0001,0.0006,61.01,neutral
2016-11-24,0.0029,0.001,61.01,positive
2016-11-25,0.002,-0.0164,60.3,positive
2016-11-28,0.0,-0.0012,60.34,neutral
2016-11-29,0.0001,0.0004,60.65,neutral
2016-11-30,0.0001,0.0009,60.86,neutral
2016-12-01,0.0001,0.0004,60.11,neutral
2016-12-02,0.0001,0.0001,59.08,neutral
2016-12-05,-0.0001,0.004,59.7,neutral
2016-12-06,0.0,0.0002,60.43,neutral
2016-12-07,0.0019,0.0086,60.01,positive
2016-12-08,0.0,0.0005,61.3,neutral
2016-12-09,-0.0001,0.0049,61.18,neutral
2016-12-12,0.0,0.0008,61.82,neutral
2016-12-13,0.0002,0.0018,62.5,neutral
2016-12-14,0.0,0.001,63.0,neutral
2016-12-15,0.0001,0.0005,62.7,neutral
2016-12-16,-0.0005,0.0012,62.95,negative
2016-12-19,0.0002,-0.0048,62.56,neutral
2016-12-20,-0.0002,0.0027,63.69,negative
2016-12-21,0.0001,0.001,63.43,neutral
2016-12-22,0.0004,0.0012,63.84,neutral
2016-12-23,0.001,-0.0006,63.45,positive
2016-12-26,0.0,0.001,63.45,neutral
2016-12-27,0.0002,0.0013,63.21,neutral
2016-12-28,0.0004,0.0013,63.4,neutral
2016-12-29,-0.0007,0.0013,62.86,negative
2016-12-30,-0.0015,-0.0005,62.96,negative
2017-01-02,-0.0329,0.0028,62.96,negative
2017-01-03,0.0649,0.0034,62.79,positive
2017-01-04,0.1774,0.0006,62.48,positive
2017-01-05,0.0609,0.0011,62.19,positive
2017-01-06,0.1586,0.0002,62.3,positive
2017-01-09,0.062,0.0003,62.76,positive
2017-01-10,0.1097,0.001,62.73,positive
2017-01-11,0.098,-0.0011,62.61,positive
2017-01-12,0.0801,-0.0173,63.06,positive
2017-01-13,-0.1158,-0.0015,62.62,negative
2017-01-16,0.1038,-0.0114,62.62,positive
2017-01-17,0.0324,-0.0016,62.68,positive
2017-01-18,0.0607,-0.0081,62.67,positive
2017-01-19,0.0758,0.0012,62.24,positive
2017-01-20,0.0525,-0.0008,62.67,positive
2017-01-23,0.0735,-0.0019,62.7,positive
2017-01-24,0.128,0.0017,63.2,positive
2017-01-25,0.0428,0.0004,63.95,positive
2017-01-26,0.1064,0.0283,64.12,positive
2017-01-27,0.7345,0.3326,65.39,positive
2017-01-30,0.2135,0.0131,65.69,positive
2017-01-31,0.079,0.0481,64.86,positive
2017-02-01,-0.0019,0.002,64.355,negative
2017-02-02,0.0018,-0.0107,63.25,positive
2017-02-03,-0.0003,0.0011,63.5,negative
2017-02-06,-0.0066,0.0022,63.5,negative
2017-02-07,0.0003,-0.0012,63.74,neutral
2017-02-08,0.0001,-0.0009,63.57,neutral
2017-02-09,-0.0026,0.0003,63.52,negative
2017-02-10,-0.0392,-0.005,64.25,negative
2017-02-13,-0.0025,0.0006,64.24,negative
2017-02-14,-0.0001,0.0007,64.41,neutral
2017-02-15,-0.0001,-0.0003,64.5,neutral
2017-02-16,-0.0002,0.0005,64.74,negative
2017-02-17,-0.0009,0.0205,64.47,negative
2017-02-20,0.0,0.0008,64.47,neutral
2017-02-21,0.0,0.0003,64.61,neutral
2017-02-22,0.0,-0.0017,64.33,neutral
2017-02-23,0.0,0.0004,64.42,neutral
2017-02-24,0.0,0.0007,64.53,neutral
2017-02-27,0.0,0.0002,64.54,neutral
2017-02-28,-0.0001,-0.0068,64.08,neutral
2017-03-01,-0.0005,-0.0246,64.13,negative
2017-03-02,-0.0001,-0.0019,64.69,neutral
2017-03-03,0.0,0.0102,63.99,neutral
2017-03-06,-0.0001,-0.0007,63.97,neutral
2017-03-07,0.0001,-0.0064,64.19,neutral
2017-03-08,-0.0001,-0.0133,64.26,neutral
2017-03-09,0.0002,-0.0004,65.19,neutral
2017-03-10,0.0004,-0.0036,65.11,neutral
2017-03-13,-0.0002,-0.0029,65.01,negative
2017-03-14,0.0001,-0.0012,64.53,neutral
2017-03-15,0.0,0.0,64.55,neutral
2017-03-16,0.0001,0.0003,64.75,neutral
2017-03-17,-0.0002,-0.0057,64.91,negative
2017-03-20,0.0007,0.0005,64.91,neutral
2017-03-21,0.001,0.0004,65.19,positive
2017-03-22,-0.0031,-0.0016,64.12,negative
2017-03-23,-0.0028,0.001,64.94,negative
2017-03-24,-0.0001,-0.0004,65.12,neutral
2017-03-27,-0.0081,-0.0089,64.63,negative
2017-03-28,-0.0079,-0.003,64.96,negative
2017-03-29,-0.001,0.0001,65.12,negative
2017-03-30,0.0,0.0002,65.42,neutral
2017-03-31,0.0,0.0003,65.65,neutral
2017-04-03,0.0329,-0.0004,65.81,positive
2017-04-04,0.0741,-0.0007,65.39,positive
2017-04-05,0.0959,0.0003,66.3,positive
2017-04-06,0.0397,0.0002,65.6,positive
2017-04-07,0.0408,0.0002,65.85,positive
2017-04-10,0.1638,0.0863,65.61,positive
2017-04-11,0.1482,0.0109,65.6,positive
2017-04-12,0.0276,0.0017,65.42,positive
2017-04-13,0.0312,0.0003,65.29,positive
2017-04-14,0.0661,0.0002,65.29,positive
2017-04-17,0.0462,-0.1291,65.04,positive
2017-04-18,0.059,-0.0022,65.33,positive
2017-04-19,0.054,0.0011,65.65,positive
2017-04-20,0.0291,-0.0006,65.46,positive
2017-04-21,0.0519,0.0006,65.67,positive
2017-04-24,0.3089,0.0004,67.48,positive
2017-04-25,0.2178,0.0008,67.9,positive
2017-04-26,0.0671,-0.0028,68.08,positive
2017-04-27,0.1795,-0.0345,68.15,positive
2017-04-28,0.5825,-0.1319,68.91,positive
2017-05-01,0.1035,-0.0221,68.68,positive
2017-05-02,0.0765,0.0014,69.71,positive
2017-05-03,0.0702,0.0002,69.38,positive
2017-05-04,0.0667,0.0004,69.03,positive
2017-05-05,0.0928,0.0002,68.9,positive
2017-05-08,0.0475,0.0028,68.97,positive
2017-05-09,0.0689,0.0006,68.86,positive
2017-05-10,0.0312,-0.0165,68.99,positive
2017-05-11,0.1118,-0.0001,68.36,positive
2017-05-12,0.058,-0.0008,68.61,positive
2017-05-15,0.0522,-0.5079,68.14,positive
2017-05-16,0.0331,-0.2802,68.23,positive
2017-05-17,0.0322,-0.01,68.89,positive
2017-05-18,0.0516,-0.0013,67.4,positive
2017-05-19,0.0893,-0.0002,67.5,positive
2017-05-22,0.0745,-0.0008,67.89,positive
2017-05-23,0.0798,0.0005,68.72,positive
2017-05-24,0.0767,0.0148,68.87,positive
2017-05-25,0.044,0.0034,68.97,positive
2017-05-26,0.0631,0.0005,69.8,positive
2017-05-29,0.1895,0.0203,69.8,positive
2017-05-30,0.082,0.0023,69.79,positive
2017-05-31,0.1541,0.0007,70.53,positive
2017-06-01,-0.0001,0.0006,70.24,neutral
2017-06-02,0.0,-0.0006,70.44,neutral
2017-06-05,-0.0022,0.0007,71.97,negative
2017-06-06,-0.0009,-0.0007,72.3,negative
2017-06-07,-0.0369,-0.0011,72.635,negative
2017-06-08,-0.001,0.0003,72.51,negative
2017-06-09,-0.0001,0.0013,72.035,neutral
2017-06-12,0.0,0.0001,69.25,neutral
2017-06-13,-0.0131,0.0004,70.02,negative
2017-06-14,-0.0009,-0.0023,70.91,negative
2017-06-15,-0.0002,-0.0009,69.27,negative
2017-06-16,-0.0003,0.0006,69.73,negative
2017-06-19,0.0009,-0.0014,70.5,positive
2017-06-20,0.0035,0.0026,70.82,positive
2017-06-21,-0.001,0.0002,70.21,negative
2017-06-22,-0.0025,-0.0018,70.54,negative
2017-06-23,-0.0013,-0.0007,70.09,negative
2017-06-26,-0.0008,-0.0002,71.4,negative
2017-06-27,-0.0004,-0.0226,70.11,negative
2017-06-28,-0.0004,0.0013,69.21,negative
2017-06-29,-0.0042,-0.0008,69.38,negative
2017-06-30,-0.0016,0.0002,68.78,negative
2017-07-03,0.0018,-0.1353,69.33,positive
2017-07-04,0.0092,-0.0523,69.33,positive
2017-07-05,-0.0115,-0.0159,68.255,negative
2017-07-06,0.0002,-0.0019,68.27,neutral
2017-07-07,-0.0099,-0.638,68.7,negative
2017-07-10,-0.0013,-0.0027,69.46,negative
2017-07-11,0.0,-0.0003,70.0,neutral
2017-07-12,-0.0002,-0.0003,70.69,negative
2017-07-13,-0.0008,0.0006,71.5,negative
2017-07-14,-0.0002,0.0006,72.24,negative
2017-07-17,0.0001,0.0007,72.8,neutral
2017-07-18,0.0022,0.001,73.09,positive
2017-07-19,0.0008,-0.0006,73.5,neutral
2017-07-20,0.0003,0.0018,74.18,neutral
2017-07-21,0.4,0.3273,73.45,positive
2017-07-24,0.0031,0.0019,73.53,positive
2017-07-25,0.0004,0.0019,73.8,neutral
2017-07-26,0.0002,0.0032,74.34,neutral
2017-07-27,0.0003,0.0007,73.76,neutral
2017-07-28,0.0057,0.0007,72.67,positive
2017-07-31,0.0018,0.0006,73.3,positive
2017-08-01,-0.0003,0.0005,73.1,negative
2017-08-02,0.0001,0.0017,72.55,neutral
2017-08-03,-0.0001,0.001,72.19,neutral
2017-08-04,0.0034,0.0005,72.4,positive
2017-08-07,-0.0014,0.0021,72.8,negative
2017-08-08,0.0002,0.0003,72.09,neutral
2017-08-09,0.0001,0.0021,72.25,neutral
2017-08-10,-0.0195,-0.0008,71.9,negative
2017-08-11,-0.0078,-0.002,71.61,negative
2017-08-14,0.0017,-0.0023,73.06,positive
2017-08-15,-0.0015,0.0009,73.59,negative
2017-08-16,0.0003,0.026,73.34,neutral
2017-08-17,-0.0001,0.0008,73.58,neutral
2017-08-18,-0.0001,0.0005,72.27,neutral
2017-08-21,0.0,0.0003,72.47,neutral
2017-08-22,0.0002,-0.0001,72.35,neutral
2017-08-23,0.0001,-0.0015,72.96,neutral
2017-08-24,0.0005,0.0004,72.74,neutral
2017-08-25,-0.0001,0.0003,72.86,neutral
2017-08-28,0.0,0.0021,73.06,neutral
2017-08-29,0.0,0.0007,72.25,neutral
2017-08-30,0.0004,0.0002,73.01,neutral
2017-08-31,0.0001,0.0002,74.03,neutral
2017-09-01,0.0007,0.0006,74.71,neutral
2017-09-04,0.0,-0.0004,74.71,neutral
2017-09-05,0.0,0.0003,73.34,neutral
2017-09-06,-0.0002,0.0001,73.74,negative
2017-09-07,-0.0005,-0.0015,73.68,negative
2017-09-08,0.0,-0.026,74.33,neutral
2017-09-11,-0.0003,0.0011,74.31,negative
2017-09-12,0.0009,0.0009,74.76,positive
2017-09-13,-0.0001,-0.0025,74.93,neutral
2017-09-14,0.0001,0.0059,75.0,neutral
2017-09-15,0.0001,0.0036,74.83,neutral
2017-09-18,0.0001,0.0009,75.23,neutral
2017-09-19,-0.0002,-0.0006,75.21,negative
2017-09-20,0.0012,0.0005,75.35,positive
2017-09-21,0.0003,0.0008,75.11,neutral
2017-09-22,0.0,0.0006,73.99,neutral
2017-09-25,0.0,0.0009,74.09,neutral
2017-09-26,0.0001,0.0,73.67,neutral
2017-09-27,0.0009,0.0001,73.55,positive
2017-09-28,0.0005,0.0002,73.54,neutral
2017-09-29,0.0002,0.0001,73.94,neutral
2017-10-02,0.0003,0.0005,74.71,neutral
2017-10-03,0.0,0.0001,74.67,neutral
2017-10-04,0.0,0.0001,74.0,neutral
2017-10-05,0.0005,0.0004,75.22,neutral
2017-10-06,0.0041,0.0024,75.67,positive
2017-10-09,-0.0001,0.0001,75.97,neutral
2017-10-10,-0.0001,-0.0003,76.33,neutral
2017-10-11,0.0,-0.0002,76.36,neutral
2017-10-12,-0.0003,-0.0002,76.49,negative
2017-10-13,0.0006,-0.0005,77.59,neutral
2017-10-16,0.0009,-0.0008,77.42,positive
2017-10-17,-0.0068,-0.008,77.47,negative
2017-10-18,-0.0004,-0.0026,77.67,negative
2017-10-19,-0.0011,-0.0016,77.57,negative
2017-10-20,-0.0012,0.011,78.32,negative
2017-10-23,-0.0001,0.0011,78.99,neutral
2017-10-24,-0.0278,-0.0905,78.9,negative
2017-10-25,-0.0281,-0.0123,78.58,negative
2017-10-26,-0.0002,-0.0012,79.2,negative
2017-10-27,0.2256,0.236,84.37,positive
2017-10-30,0.0445,0.0229,83.7,positive
2017-10-31,0.0046,0.0127,84.36,positive
2017-11-01,-0.0012,0.0101,83.68,negative
2017-11-02,0.0004,0.0168,83.35,neutral
2017-11-03,0.0018,0.003,84.08,positive
2017-11-06,-0.0003,0.0193,84.2,negative
2017-11-07,0.0,0.001,84.77,neutral
2017-11-08,0.0,-0.0124,84.14,neutral
2017-11-09,0.0003,-0.0012,84.11,neutral
2017-11-10,-0.0003,0.0047,83.79,negative
2017-11-13,0.0,0.0008,83.66,neutral
2017-11-14,0.0,-0.0015,83.5,neutral
